id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_usaha,proyeksi_jumlah_umkm,satuan,tahun
280,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,47816,UNIT,2018
281,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,706,UNIT,2018
282,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,706,UNIT,2018
283,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,101,UNIT,2018
284,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,25218,UNIT,2018
285,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,24613,UNIT,2018
286,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,15030,UNIT,2018
287,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,108537,UNIT,2018
288,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,79386,UNIT,2018
289,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,14727,UNIT,2018
290,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,34296,UNIT,2018
291,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,658,UNIT,2018
292,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,658,UNIT,2018
293,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,94,UNIT,2018
294,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,23512,UNIT,2018
295,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,22948,UNIT,2018
296,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,14013,UNIT,2018
297,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,101196,UNIT,2018
298,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,74016,UNIT,2018
299,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,13731,UNIT,2018
300,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,31977,UNIT,2018
301,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,927,UNIT,2018
302,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,927,UNIT,2018
303,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,132,UNIT,2018
304,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,33118,UNIT,2018
305,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,32323,UNIT,2018
306,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,19738,UNIT,2018
307,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,142541,UNIT,2018
308,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,104256,UNIT,2018
309,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,19341,UNIT,2018
310,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,45041,UNIT,2018
311,32.0,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,680,UNIT,2018
312,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,680,UNIT,2018
313,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,97,UNIT,2018
314,32.0,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,24293,UNIT,2018
315,32.0,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,23710,UNIT,2018
316,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,14479,UNIT,2018
317,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,104559,UNIT,2018
318,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,76475,UNIT,2018
319,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,14187,UNIT,2018
320,32.0,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,33039,UNIT,2018
321,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,494,UNIT,2018
322,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,494,UNIT,2018
323,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,71,UNIT,2018
324,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,17631,UNIT,2018
325,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,17207,UNIT,2018
326,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,10508,UNIT,2018
327,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,75882,UNIT,2018
328,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,55501,UNIT,2018
329,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,10296,UNIT,2018
330,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA/LAINNYA,23978,UNIT,2018
331,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,367,UNIT,2018
332,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,367,UNIT,2018
333,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,52,UNIT,2018
334,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,13098,UNIT,2018
335,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,12784,UNIT,2018
336,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,7806,UNIT,2018
337,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,56374,UNIT,2018
338,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,41233,UNIT,2018
339,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,7649,UNIT,2018
340,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA/LAINNYA,17813,UNIT,2018
341,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,249,UNIT,2018
342,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,249,UNIT,2018
343,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,36,UNIT,2018
344,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,8895,UNIT,2018
345,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,8682,UNIT,2018
346,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,5301,UNIT,2018
347,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,38284,UNIT,2018
348,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,28002,UNIT,2018
349,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,5195,UNIT,2018
350,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA/LAINNYA,12097,UNIT,2018
351,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,663,UNIT,2018
352,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,663,UNIT,2018
353,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,95,UNIT,2018
354,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,23681,UNIT,2018
355,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,23112,UNIT,2018
356,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,14114,UNIT,2018
357,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,101921,UNIT,2018
358,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,74546,UNIT,2018
359,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,13829,UNIT,2018
360,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,JASA/LAINNYA,32206,UNIT,2018
361,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,412,UNIT,2018
362,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,412,UNIT,2018
363,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,59,UNIT,2018
364,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,14703,UNIT,2018
365,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,14350,UNIT,2018
366,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,8763,UNIT,2018
367,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,63282,UNIT,2018
368,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,46286,UNIT,2018
369,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,8587,UNIT,2018
370,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA/LAINNYA,19996,UNIT,2018
371,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,305,UNIT,2018
372,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,305,UNIT,2018
373,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,44,UNIT,2018
374,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,10894,UNIT,2018
375,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,10632,UNIT,2018
376,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,6493,UNIT,2018
377,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,46886,UNIT,2018
378,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,34293,UNIT,2018
379,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,6362,UNIT,2018
380,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA/LAINNYA,14815,UNIT,2018
381,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,501,UNIT,2018
382,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,501,UNIT,2018
383,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,72,UNIT,2018
384,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,17910,UNIT,2018
385,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,17480,UNIT,2018
386,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,10674,UNIT,2018
387,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,77083,UNIT,2018
388,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,56380,UNIT,2018
389,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,10459,UNIT,2018
390,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA/LAINNYA,24357,UNIT,2018
391,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,446,UNIT,2018
392,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,446,UNIT,2018
393,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,64,UNIT,2018
394,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,15916,UNIT,2018
395,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,15534,UNIT,2018
396,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,9486,UNIT,2018
397,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,68502,UNIT,2018
398,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,50103,UNIT,2018
399,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,9295,UNIT,2018
400,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,JASA/LAINNYA,21646,UNIT,2018
401,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,229,UNIT,2018
402,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,229,UNIT,2018
403,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,33,UNIT,2018
404,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,8179,UNIT,2018
405,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,7983,UNIT,2018
406,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,4875,UNIT,2018
407,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,35202,UNIT,2018
408,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,25747,UNIT,2018
409,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,4776,UNIT,2018
410,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA/LAINNYA,11123,UNIT,2018
411,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,613,UNIT,2018
412,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,613,UNIT,2018
413,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,88,UNIT,2018
414,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,21900,UNIT,2018
415,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,21374,UNIT,2018
416,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,13052,UNIT,2018
417,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,94256,UNIT,2018
418,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,68940,UNIT,2018
419,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,12789,UNIT,2018
420,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA/LAINNYA,29783,UNIT,2018
421,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,606,UNIT,2018
422,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,606,UNIT,2018
423,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,87,UNIT,2018
424,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,21659,UNIT,2018
425,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,21139,UNIT,2018
426,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,12909,UNIT,2018
427,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,93221,UNIT,2018
428,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,68183,UNIT,2018
429,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,12649,UNIT,2018
430,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,JASA/LAINNYA,29456,UNIT,2018
431,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,410,UNIT,2018
432,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,410,UNIT,2018
433,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,59,UNIT,2018
434,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,14651,UNIT,2018
435,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,14300,UNIT,2018
436,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,8732,UNIT,2018
437,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,63059,UNIT,2018
438,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,46122,UNIT,2018
439,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,8556,UNIT,2018
440,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA/LAINNYA,19926,UNIT,2018
441,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,158,UNIT,2018
442,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,158,UNIT,2018
443,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,23,UNIT,2018
444,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,5652,UNIT,2018
445,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,5517,UNIT,2018
446,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3369,UNIT,2018
447,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,24327,UNIT,2018
448,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,17793,UNIT,2018
449,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3301,UNIT,2018
450,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA/LAINNYA,7687,UNIT,2018
451,32.0,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,227,UNIT,2018
452,32.0,JAWA BARAT,3271,KOTA BOGOR,BATIK,227,UNIT,2018
453,32.0,JAWA BARAT,3271,KOTA BOGOR,BORDIR,32,UNIT,2018
454,32.0,JAWA BARAT,3271,KOTA BOGOR,CRAFT,8100,UNIT,2018
455,32.0,JAWA BARAT,3271,KOTA BOGOR,FASHION,7906,UNIT,2018
456,32.0,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,4828,UNIT,2018
457,32.0,JAWA BARAT,3271,KOTA BOGOR,KULINER,34863,UNIT,2018
458,32.0,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,25499,UNIT,2018
459,32.0,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,4731,UNIT,2018
460,32.0,JAWA BARAT,3271,KOTA BOGOR,JASA/LAINNYA,11016,UNIT,2018
461,32.0,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,105,UNIT,2018
462,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,105,UNIT,2018
463,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,15,UNIT,2018
464,32.0,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,3748,UNIT,2018
465,32.0,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,3658,UNIT,2018
466,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2234,UNIT,2018
467,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,16132,UNIT,2018
468,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,11799,UNIT,2018
469,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,2189,UNIT,2018
470,32.0,JAWA BARAT,3272,KOTA SUKABUMI,JASA/LAINNYA,5097,UNIT,2018
471,32.0,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,903,UNIT,2018
472,32.0,JAWA BARAT,3273,KOTA BANDUNG,BATIK,903,UNIT,2018
473,32.0,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,129,UNIT,2018
474,32.0,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,32243,UNIT,2018
475,32.0,JAWA BARAT,3273,KOTA BANDUNG,FASHION,31469,UNIT,2018
476,32.0,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,19217,UNIT,2018
477,32.0,JAWA BARAT,3273,KOTA BANDUNG,KULINER,138773,UNIT,2018
478,32.0,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,101500,UNIT,2018
479,32.0,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,18830,UNIT,2018
480,32.0,JAWA BARAT,3273,KOTA BANDUNG,JASA/LAINNYA,43850,UNIT,2018
481,32.0,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,106,UNIT,2018
482,32.0,JAWA BARAT,3274,KOTA CIREBON,BATIK,106,UNIT,2018
483,32.0,JAWA BARAT,3274,KOTA CIREBON,BORDIR,15,UNIT,2018
484,32.0,JAWA BARAT,3274,KOTA CIREBON,CRAFT,3771,UNIT,2018
485,32.0,JAWA BARAT,3274,KOTA CIREBON,FASHION,3680,UNIT,2018
486,32.0,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,2247,UNIT,2018
487,32.0,JAWA BARAT,3274,KOTA CIREBON,KULINER,16230,UNIT,2018
488,32.0,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,11871,UNIT,2018
489,32.0,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2202,UNIT,2018
490,32.0,JAWA BARAT,3274,KOTA CIREBON,JASA/LAINNYA,5128,UNIT,2018
491,32.0,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,533,UNIT,2018
492,32.0,JAWA BARAT,3275,KOTA BEKASI,BATIK,533,UNIT,2018
493,32.0,JAWA BARAT,3275,KOTA BEKASI,BORDIR,76,UNIT,2018
494,32.0,JAWA BARAT,3275,KOTA BEKASI,CRAFT,19036,UNIT,2018
495,32.0,JAWA BARAT,3275,KOTA BEKASI,FASHION,18579,UNIT,2018
496,32.0,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,11345,UNIT,2018
497,32.0,JAWA BARAT,3275,KOTA BEKASI,KULINER,81929,UNIT,2018
498,32.0,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,59924,UNIT,2018
499,32.0,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,11117,UNIT,2018
500,32.0,JAWA BARAT,3275,KOTA BEKASI,JASA/LAINNYA,25888,UNIT,2018
501,32.0,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,426,UNIT,2018
502,32.0,JAWA BARAT,3276,KOTA DEPOK,BATIK,426,UNIT,2018
503,32.0,JAWA BARAT,3276,KOTA DEPOK,BORDIR,61,UNIT,2018
504,32.0,JAWA BARAT,3276,KOTA DEPOK,CRAFT,15223,UNIT,2018
505,32.0,JAWA BARAT,3276,KOTA DEPOK,FASHION,14858,UNIT,2018
506,32.0,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,9073,UNIT,2018
507,32.0,JAWA BARAT,3276,KOTA DEPOK,KULINER,65521,UNIT,2018
508,32.0,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,47923,UNIT,2018
509,32.0,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,8890,UNIT,2018
510,32.0,JAWA BARAT,3276,KOTA DEPOK,JASA/LAINNYA,20704,UNIT,2018
511,32.0,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,149,UNIT,2018
512,32.0,JAWA BARAT,3277,KOTA CIMAHI,BATIK,149,UNIT,2018
513,32.0,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,21,UNIT,2018
514,32.0,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,5335,UNIT,2018
515,32.0,JAWA BARAT,3277,KOTA CIMAHI,FASHION,5207,UNIT,2018
516,32.0,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,3180,UNIT,2018
517,32.0,JAWA BARAT,3277,KOTA CIMAHI,KULINER,22962,UNIT,2018
518,32.0,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,16795,UNIT,2018
519,32.0,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,3116,UNIT,2018
520,32.0,JAWA BARAT,3277,KOTA CIMAHI,JASA/LAINNYA,7256,UNIT,2018
521,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,239,UNIT,2018
522,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,239,UNIT,2018
523,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,34,UNIT,2018
524,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,8541,UNIT,2018
525,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,8336,UNIT,2018
526,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,5091,UNIT,2018
527,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,36762,UNIT,2018
528,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,26888,UNIT,2018
529,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,4988,UNIT,2018
530,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA/LAINNYA,11616,UNIT,2018
531,32.0,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,68,UNIT,2018
532,32.0,JAWA BARAT,3279,KOTA BANJAR,BATIK,68,UNIT,2018
533,32.0,JAWA BARAT,3279,KOTA BANJAR,BORDIR,10,UNIT,2018
534,32.0,JAWA BARAT,3279,KOTA BANJAR,CRAFT,2428,UNIT,2018
535,32.0,JAWA BARAT,3279,KOTA BANJAR,FASHION,2369,UNIT,2018
536,32.0,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1447,UNIT,2018
537,32.0,JAWA BARAT,3279,KOTA BANJAR,KULINER,10449,UNIT,2018
538,32.0,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,7642,UNIT,2018
539,32.0,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,1418,UNIT,2018
540,32.0,JAWA BARAT,3279,KOTA BANJAR,JASA/LAINNYA,3302,UNIT,2018
541,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,1045,UNIT,2019
542,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,1045,UNIT,2019
543,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,149,UNIT,2019
544,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,37335,UNIT,2019
545,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,36438,UNIT,2019
546,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,22251,UNIT,2019
547,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,160688,UNIT,2019
548,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,117529,UNIT,2019
549,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,21803,UNIT,2019
550,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,50775,UNIT,2019
551,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,750,UNIT,2019
552,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,750,UNIT,2019
553,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,107,UNIT,2019
554,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,26778,UNIT,2019
555,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,26135,UNIT,2019
556,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,15960,UNIT,2019
557,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,115253,UNIT,2019
558,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,84297,UNIT,2019
559,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,15638,UNIT,2019
560,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,36418,UNIT,2019
561,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,699,UNIT,2019
562,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,699,UNIT,2019
563,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,100,UNIT,2019
