id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_usaha,proyeksi_jumlah_umkm,satuan,tahun
848,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,117556,UNIT,2020
849,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,21808,UNIT,2020
850,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,50787,UNIT,2020
851,32.0,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,767,UNIT,2020
852,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,767,UNIT,2020
853,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,110,UNIT,2020
854,32.0,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,27393,UNIT,2020
855,32.0,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,26735,UNIT,2020
856,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,16326,UNIT,2020
857,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,117897,UNIT,2020
858,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,86232,UNIT,2020
859,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,15997,UNIT,2020
860,32.0,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,37254,UNIT,2020
861,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,557,UNIT,2020
862,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,557,UNIT,2020
863,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,80,UNIT,2020
864,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,19880,UNIT,2020
865,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,19403,UNIT,2020
866,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,11848,UNIT,2020
867,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,85562,UNIT,2020
868,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,62581,UNIT,2020
869,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,11610,UNIT,2020
870,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA/LAINNYA,27036,UNIT,2020
871,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,414,UNIT,2020
872,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,414,UNIT,2020
873,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,59,UNIT,2020
874,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,14769,UNIT,2020
875,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,14415,UNIT,2020
876,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,8802,UNIT,2020
877,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,63566,UNIT,2020
878,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,46493,UNIT,2020
879,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,8625,UNIT,2020
880,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA/LAINNYA,20086,UNIT,2020
881,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,281,UNIT,2020
882,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,281,UNIT,2020
883,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,40,UNIT,2020
884,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,10030,UNIT,2020
885,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,9789,UNIT,2020
886,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,5978,UNIT,2020
887,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,43168,UNIT,2020
888,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,31574,UNIT,2020
889,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,5857,UNIT,2020
890,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA/LAINNYA,13641,UNIT,2020
891,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,748,UNIT,2020
892,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,748,UNIT,2020
893,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,107,UNIT,2020
894,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,26702,UNIT,2020
895,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,26061,UNIT,2020
896,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,15914,UNIT,2020
897,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,114923,UNIT,2020
898,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,84056,UNIT,2020
899,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,15594,UNIT,2020
900,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,JASA/LAINNYA,36314,UNIT,2020
901,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,464,UNIT,2020
902,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,464,UNIT,2020
903,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,66,UNIT,2020
904,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,16579,UNIT,2020
905,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,16181,UNIT,2020
906,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,9881,UNIT,2020
907,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,71356,UNIT,2020
908,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,52190,UNIT,2020
909,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,9682,UNIT,2020
910,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA/LAINNYA,22547,UNIT,2020
911,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,344,UNIT,2020
912,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,344,UNIT,2020
913,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,49,UNIT,2020
914,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,12283,UNIT,2020
915,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,11988,UNIT,2020
916,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,7321,UNIT,2020
917,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,52867,UNIT,2020
918,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,38668,UNIT,2020
919,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,7173,UNIT,2020
920,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA/LAINNYA,16705,UNIT,2020
921,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,565,UNIT,2020
922,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,565,UNIT,2020
923,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,81,UNIT,2020
924,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,20195,UNIT,2020
925,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,19710,UNIT,2020
926,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,12036,UNIT,2020
927,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,86917,UNIT,2020
928,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,63572,UNIT,2020
929,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,11794,UNIT,2020
930,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA/LAINNYA,27465,UNIT,2020
931,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,502,UNIT,2020
932,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,502,UNIT,2020
933,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,72,UNIT,2020
934,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,17946,UNIT,2020
935,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,17516,UNIT,2020
936,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,10696,UNIT,2020
937,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,77241,UNIT,2020
938,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,56495,UNIT,2020
939,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,10481,UNIT,2020
940,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,JASA/LAINNYA,24407,UNIT,2020
941,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,258,UNIT,2020
942,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,258,UNIT,2020
943,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,37,UNIT,2020
944,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,9222,UNIT,2020
945,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,9001,UNIT,2020
946,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,5497,UNIT,2020
947,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,39693,UNIT,2020
948,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,29032,UNIT,2020
949,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,5386,UNIT,2020
950,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA/LAINNYA,12542,UNIT,2020
951,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,691,UNIT,2020
952,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,691,UNIT,2020
953,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,99,UNIT,2020
954,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,24693,UNIT,2020
955,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,24101,UNIT,2020
956,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,14717,UNIT,2020
957,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,106280,UNIT,2020
958,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,77735,UNIT,2020
959,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,14421,UNIT,2020
960,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA/LAINNYA,33583,UNIT,2020
961,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,684,UNIT,2020
962,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,684,UNIT,2020
963,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,98,UNIT,2020
964,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,24422,UNIT,2020
965,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,23836,UNIT,2020
966,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,14556,UNIT,2020
967,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,105114,UNIT,2020
968,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,76881,UNIT,2020
969,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,14263,UNIT,2020
970,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,JASA/LAINNYA,33214,UNIT,2020
971,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,463,UNIT,2020
972,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,463,UNIT,2020
973,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,66,UNIT,2020
974,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,16520,UNIT,2020
975,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,16124,UNIT,2020
976,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,9846,UNIT,2020
977,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,71103,UNIT,2020
978,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,52006,UNIT,2020
979,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,9648,UNIT,2020
980,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA/LAINNYA,22468,UNIT,2020
981,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,178,UNIT,2020
982,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,178,UNIT,2020
983,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,25,UNIT,2020
984,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,6373,UNIT,2020
985,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,6220,UNIT,2020
986,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3798,UNIT,2020
987,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,27431,UNIT,2020
988,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,20063,UNIT,2020
989,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3722,UNIT,2020
990,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA/LAINNYA,8668,UNIT,2020
991,32.0,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,256,UNIT,2020
992,32.0,JAWA BARAT,3271,KOTA BOGOR,BATIK,256,UNIT,2020
993,32.0,JAWA BARAT,3271,KOTA BOGOR,BORDIR,37,UNIT,2020
994,32.0,JAWA BARAT,3271,KOTA BOGOR,CRAFT,9134,UNIT,2020
995,32.0,JAWA BARAT,3271,KOTA BOGOR,FASHION,8914,UNIT,2020
996,32.0,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,5444,UNIT,2020
997,32.0,JAWA BARAT,3271,KOTA BOGOR,KULINER,39311,UNIT,2020
998,32.0,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,28752,UNIT,2020
999,32.0,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,5334,UNIT,2020
1000,32.0,JAWA BARAT,3271,KOTA BOGOR,JASA/LAINNYA,12422,UNIT,2020
1001,32.0,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,118,UNIT,2020
1002,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,118,UNIT,2020
1003,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,17,UNIT,2020
1004,32.0,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,4226,UNIT,2020
1005,32.0,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,4125,UNIT,2020
1006,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2519,UNIT,2020
1007,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,18190,UNIT,2020
1008,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,13304,UNIT,2020
1009,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,2468,UNIT,2020
1010,32.0,JAWA BARAT,3272,KOTA SUKABUMI,JASA/LAINNYA,5748,UNIT,2020
1011,32.0,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1018,UNIT,2020
1012,32.0,JAWA BARAT,3273,KOTA BANDUNG,BATIK,1018,UNIT,2020
1013,32.0,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,145,UNIT,2020
1014,32.0,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,36356,UNIT,2020
1015,32.0,JAWA BARAT,3273,KOTA BANDUNG,FASHION,35483,UNIT,2020
1016,32.0,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,21668,UNIT,2020
1017,32.0,JAWA BARAT,3273,KOTA BANDUNG,KULINER,156476,UNIT,2020
1018,32.0,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,114449,UNIT,2020
1019,32.0,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,21232,UNIT,2020
1020,32.0,JAWA BARAT,3273,KOTA BANDUNG,JASA/LAINNYA,49444,UNIT,2020
1021,32.0,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,119,UNIT,2020
1022,32.0,JAWA BARAT,3274,KOTA CIREBON,BATIK,119,UNIT,2020
1023,32.0,JAWA BARAT,3274,KOTA CIREBON,BORDIR,17,UNIT,2020
1024,32.0,JAWA BARAT,3274,KOTA CIREBON,CRAFT,4252,UNIT,2020
1025,32.0,JAWA BARAT,3274,KOTA CIREBON,FASHION,4150,UNIT,2020
1026,32.0,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,2534,UNIT,2020
1027,32.0,JAWA BARAT,3274,KOTA CIREBON,KULINER,18300,UNIT,2020
1028,32.0,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,13385,UNIT,2020
1029,32.0,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2483,UNIT,2020
1030,32.0,JAWA BARAT,3274,KOTA CIREBON,JASA/LAINNYA,5783,UNIT,2020
1031,32.0,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,601,UNIT,2020
1032,32.0,JAWA BARAT,3275,KOTA BEKASI,BATIK,601,UNIT,2020
1033,32.0,JAWA BARAT,3275,KOTA BEKASI,BORDIR,86,UNIT,2020
1034,32.0,JAWA BARAT,3275,KOTA BEKASI,CRAFT,21464,UNIT,2020
1035,32.0,JAWA BARAT,3275,KOTA BEKASI,FASHION,20949,UNIT,2020
1036,32.0,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,12793,UNIT,2020
1037,32.0,JAWA BARAT,3275,KOTA BEKASI,KULINER,92381,UNIT,2020
1038,32.0,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,67569,UNIT,2020
1039,32.0,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,12535,UNIT,2020
1040,32.0,JAWA BARAT,3275,KOTA BEKASI,JASA/LAINNYA,29191,UNIT,2020
1041,32.0,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,481,UNIT,2020
1042,32.0,JAWA BARAT,3276,KOTA DEPOK,BATIK,481,UNIT,2020
1043,32.0,JAWA BARAT,3276,KOTA DEPOK,BORDIR,69,UNIT,2020
1044,32.0,JAWA BARAT,3276,KOTA DEPOK,CRAFT,17165,UNIT,2020
1045,32.0,JAWA BARAT,3276,KOTA DEPOK,FASHION,16753,UNIT,2020
1046,32.0,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,10230,UNIT,2020
1047,32.0,JAWA BARAT,3276,KOTA DEPOK,KULINER,73879,UNIT,2020
1048,32.0,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,54036,UNIT,2020
1049,32.0,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,10024,UNIT,2020
1050,32.0,JAWA BARAT,3276,KOTA DEPOK,JASA/LAINNYA,23345,UNIT,2020
1051,32.0,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,168,UNIT,2020
1052,32.0,JAWA BARAT,3277,KOTA CIMAHI,BATIK,168,UNIT,2020
1053,32.0,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,24,UNIT,2020
1054,32.0,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,6016,UNIT,2020
1055,32.0,JAWA BARAT,3277,KOTA CIMAHI,FASHION,5871,UNIT,2020
1056,32.0,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,3585,UNIT,2020
1057,32.0,JAWA BARAT,3277,KOTA CIMAHI,KULINER,25891,UNIT,2020
1058,32.0,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,18937,UNIT,2020
1059,32.0,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,3513,UNIT,2020
1060,32.0,JAWA BARAT,3277,KOTA CIMAHI,JASA/LAINNYA,8181,UNIT,2020
1061,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,270,UNIT,2020
1062,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,270,UNIT,2020
1063,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,39,UNIT,2020
1064,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,9631,UNIT,2020
1065,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,9400,UNIT,2020
1066,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,5740,UNIT,2020
1067,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,41452,UNIT,2020
1068,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,30319,UNIT,2020
1069,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,5625,UNIT,2020
1070,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA/LAINNYA,13098,UNIT,2020
1071,32.0,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,77,UNIT,2020
1072,32.0,JAWA BARAT,3279,KOTA BANJAR,BATIK,77,UNIT,2020
1073,32.0,JAWA BARAT,3279,KOTA BANJAR,BORDIR,11,UNIT,2020
1074,32.0,JAWA BARAT,3279,KOTA BANJAR,CRAFT,2737,UNIT,2020
1075,32.0,JAWA BARAT,3279,KOTA BANJAR,FASHION,2672,UNIT,2020
1076,32.0,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1631,UNIT,2020
1077,32.0,JAWA BARAT,3279,KOTA BANJAR,KULINER,11782,UNIT,2020
1078,32.0,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,8617,UNIT,2020
1079,32.0,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,1599,UNIT,2020
1080,32.0,JAWA BARAT,3279,KOTA BANJAR,JASA/LAINNYA,3723,UNIT,2020
1081,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,1179,UNIT,2021
1082,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,1179,UNIT,2021
1083,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,168,UNIT,2021
1084,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,42097,UNIT,2021
1085,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,41087,UNIT,2021
1086,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,25090,UNIT,2021
1087,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,181187,UNIT,2021
1088,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,132523,UNIT,2021
1089,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,24585,UNIT,2021
1090,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,57252,UNIT,2021
1091,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,845,UNIT,2021
1092,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,845,UNIT,2021
1093,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,121,UNIT,2021
1094,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,30194,UNIT,2021
1095,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,29470,UNIT,2021
1096,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,17996,UNIT,2021
1097,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,129956,UNIT,2021
1098,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,95051,UNIT,2021
1099,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,17633,UNIT,2021
1100,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,41064,UNIT,2021
1101,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,788,UNIT,2021
1102,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,788,UNIT,2021
1103,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,113,UNIT,2021
1104,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,28152,UNIT,2021
1105,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,27476,UNIT,2021
1106,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,16779,UNIT,2021
1107,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,121166,UNIT,2021
1108,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,88623,UNIT,2021
1109,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,16441,UNIT,2021
1110,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,38287,UNIT,2021
1111,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,1110,UNIT,2021
1112,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,1110,UNIT,2021
1113,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,159,UNIT,2021
1114,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,39654,UNIT,2021
1115,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,38702,UNIT,2021
1116,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,23634,UNIT,2021
1117,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,170669,UNIT,2021
1118,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,124830,UNIT,2021
1119,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,23158,UNIT,2021
1120,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,53929,UNIT,2021
1121,32.0,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,814,UNIT,2021
1122,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,814,UNIT,2021
1123,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,116,UNIT,2021
1124,32.0,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,29087,UNIT,2021
1125,32.0,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,28389,UNIT,2021
1126,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,17336,UNIT,2021
1127,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,125192,UNIT,2021
1128,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,91567,UNIT,2021
1129,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,16987,UNIT,2021
